match_type,wikidata_name,apify_name,wikidata_qid,wikidata_city,wikidata_country,apify_city,apify_country,apify_rating,distance_meters,wikidata_id,apify_id
location_only,"Gallatin County Courthouse","Gallatin County Court House",Q65121529,"Bozeman","United States","Bozeman","United States",3.7,80,79dc1c78-c279-49de-a7a6-20de9a8fbe72,743d7631-02a0-4117-9b51-9f4093bde730
exact_name,"Garden of Fine Arts Kyoto","Garden of Fine Arts Kyoto",Q11375286,"Kyoto","Japan","Kyoto","Japan",4.3,53,98a58afa-34e3-4e66-a5bd-fa2555a7725d,ca03bc9e-a671-487a-95a5-b3d719be4ae3
location_only,"Gare de Paris-Est","Gare de l'Est",Q757180,"","","Paris","France",4,15,84c26fc7-49e8-4ee4-a6d1-4e8aa5a08438,f48dd073-8915-481b-8d27-db6c46cb89fd
location_only,"Gare de Paris-Nord","Gare du Nord",Q745942,"","","Paris","France",3.4,97,89fc9680-6bac-4d7b-beb9-8546bfed279a,7c8ce8fe-2156-4913-a3e9-cafcd8476835
location_only,"Gare Saint-Lazare","Paris Saint-Lazare",Q747506,"","","Paris","France",4,111,6a5c7e08-2380-411f-88a5-c4041e9b93dc,ab743e29-0b2c-4754-91ab-58d88ff5495a
location_only,"Gate of Europe","Torre Realia",Q1141262,"Tetuán","Spain","Madrid","Spain",4.4,97,6deb6422-7f94-4b25-b005-fcaf208c9dd2,73a699f2-0086-41bf-a35a-d0ef5b9f40e3
location_only,"Gemäldegalerie Alte Meister","Dresden Zwinger",Q4890,"","","Dresden","Germany",4.7,92,47e2b9af-f787-4281-83f7-b282f5565d74,1125467a-35fe-4912-9d52-91703b91b197
location_only,"Gemeentehuis van Vlezenbeek","Gemeente Sint-Pieters-Leeuw",Q121327749,"Sint-Pieters-Leeuw","Belgium","Sint-Pieters-Leeuw","Belgium",,102,994653e1-3869-4300-b317-715a3a9759ed,1592ac61-ee7d-4b9b-9e77-a4c22063da11
similar_name,"Genève-Eaux-Vives railway station","Genève-Eaux-Vives",Q3098155,"Eaux-Vives","Switzerland","Geneve","Switzerland",4.6,68,98393908-20fd-4cb6-b50b-7569e2219eb6,40e12967-d2c4-4175-9f79-205a31773964
location_only,"Gent-Sint-Pieters railway station","Gent Sint Pieters station",Q800814,"Ghent","Belgium","Ghent","Belgium",4,92,96c4120d-af5e-46ac-ac00-70319f4105b4,e49ae0b8-3cd2-487d-9804-bdb33e8ba4b4
location_only,"Gerling Ring-Karree","[P] Parkhaus Gerling Ringkarree",Q16080,"Cologne","Germany","Cologne","Germany",4.1,43,a52eaed6-cf79-4e5f-bddd-acdad42de433,851b8ed8-46c3-4b7d-af52-7244380c241b
similar_name,"Gesù Nuovo","Chiesa del Gesù Nuovo",Q718774,"Naples","Italy","Naples","Italy",4.7,30,69633c5e-e3a2-4314-9316-0b4f077911e8,2908f7d7-3abc-4e51-b4b8-1a1bc651a10f
location_only,"Ghiyasiyeh Madrasa","Khargerd Ghiasieh School",Q5854526,"Khaf County","Iran","Khargerd","Iran",4.7,4,b229ec83-a942-4d52-89a6-232c1f15ce53,a86f057f-8db3-4084-88da-9409fb118a87
similar_name,"Glass House","The Glass House Brick Guest House",Q1506237,"New Canaan","United States","Stamford","United States",4.9,66,0e27bdac-e699-41b2-99db-f8b9cb9ccc01,40a43843-8c9a-441e-a9ee-602967c84e99
exact_name,"Glenwood Cemetery","Glenwood Cemetery",Q2751751,"Houston","United States","Houston","United States",4.9,62,ac7ed3fd-9599-4695-b080-fcc6ebca84ef,108f7264-643e-411d-84d3-5e11a561a58d
exact_name,"Glyptothek","Glyptothek",Q162077,"Munich","Germany","Munich","Germany",4.7,34,95c55524-75a9-4c7d-ae1a-2649f17a84dd,01fd57f0-0369-474f-93ee-1534f631dca6
exact_name,"Goetheanum","Goetheanum",Q659654,"Dornach","Switzerland","Dornach","Switzerland",4.6,61,af357b92-719c-4acc-ae9a-80c2413d5847,216fa33b-d8fd-432d-8bf6-6ca6cecc1e3a
similar_name,"Gokstad Mound","The Gokstad Mound",Q11972326,"Sandefjord","Norway","Sandefjord","Norway",4.3,8,973d94ce-da53-455d-9fe2-c35c8d9ede3a,74238aa5-91eb-4bff-b439-da5b2097877d
location_only,"Governorate's Palace","Palace of the Governorate",Q917387,"Vatican City","Vatican City","Vatican City","Vatican City",4.6,20,773e5512-89f9-4a1a-baf5-0ed3e14d458a,5f3ec526-f591-4fcb-9607-60698785ce43
location_only,"Grace Hopkinson Eliot Hall","Bertram Hall",Q12057051,"Cambridge","United States","Boston","United States",,70,8e3d2e98-dc33-46f5-b674-84f581245b56,ee03d9f8-73e5-45df-986d-6bb610690785
similar_name,"Grafheuvel Monnikenbosch","Monnikenbos",Q17454529,"Soest","Netherlands","Soest","Netherlands",4.6,79,804dcdc3-f55a-4ff2-b526-c5feda828e80,9ee7c16e-a003-4af9-b59a-a4d0d347660d
location_only,"Gran Teatre del Liceu","Memorial atemptat a les Rambles 17/08/2017",Q1130050,"El Raval","Spain","Barcelona","Spain",4.5,88,574f725f-d827-4a3a-9bf9-1ded6b926701,518acb26-71e8-4787-ab87-f64b45219577
location_only,"Grand Hyatt Hotel und Bürogebäude","Manifesto Market",Q117255504,"Berlin","Germany","Berlin","Germany",4.1,133,1df1de36-6a8c-4a17-b6c5-c8653be9cabe,51f9e56e-456c-4393-b951-bf3cdea435e8
location_only,"Grand Mosque of Paris","Grande Mosquée de Paris",Q392564,"Paris","France","Paris","France",4.5,22,a35ecaa6-3fc8-4236-957e-d8a782666177,7e4c01c3-26dd-411c-93b5-5dc628ec2c44
exact_name,"Grand Prince Hotel Akasaka","Grand Prince Hotel Akasaka",Q555225,"Tokyo","Japan","Chiyoda City","Japan",5,60,937ecd66-dcfb-4105-8ff2-1b26067f36af,1657b264-c9d6-4a0f-be4d-36dc8e04e21c
similar_name,"Grande Arche","Grande Arche de la Défense",Q216357,"","","Puteaux","France",4.4,38,8b327c2b-6eac-4bac-a914-995073fc90c5,81727fc8-fa49-4f0a-8845-9cb4dcd312f8
location_only,"Great Synagogue","Adama Mickiewicza 7",Q471463,"Katowice","Poland","Katowice","Poland",,124,9bf94537-74bb-44d9-a9a4-c10d524091ef,cea93f9c-e2e5-481a-96b8-9c81d4127c0f
location_only,"Grieg Hall","Grieghallen",Q1341892,"Bergen Municipality","Norway","Bergen","Norway",4.6,3,b06e074e-6c72-4924-af66-ef706181b48d,3c7a2a3a-9587-4bef-a3bc-77a679b619a4
similar_name,"Haarlem railway station","Haarlem",Q800863,"Haarlem","Netherlands","Haarlem","Netherlands",4.6,33,606344d2-a7cc-4f76-91dd-22606763897e,e7a85934-8638-41f3-837a-d0cf2ae208f6
exact_name,"Haji Ali Dargah","Haji Ali Dargah",Q542756,"Mumbai","India","Mumbai","India",4.4,39,a1a7b014-2688-4587-80d2-083b7af8ec1f,963edfd9-d366-4a42-a0ce-cf0fea0fb608
location_only,"Hallett Flats–Rawson & Co. Apartment Building","Hallett Apartments",Q5642920,"Iowa","United States","Des Moines","United States",5,27,7c7c4a21-cd92-4020-b918-7f5268d56dac,258fed06-a924-450b-b6c6-d14da49ca5f0
location_only,"Hancock Whitney Center","Hancock Whitney Bank",Q28868,"New Orleans","United States","New Orleans","United States",3.4,28,6c75cef5-0053-404e-899c-9b0bf1774690,398b8d15-d419-4371-a584-646d1605714b
exact_name,"Hans Otto Theater","Hans Otto Theater",Q113714891,"Nördliche Vorstädte","Germany","Potsdam","Germany",4.6,37,70b85a58-f65c-49f4-a884-73e52343aad7,1f284c76-4197-44b1-8044-cfccd7c0f05b
location_only,"Hardenberg Protestant Cemetery","Kerkhof Nijenstede",Q1925500,"Hardenberg","Netherlands","Hardenberg","Netherlands",5,7,8ac375e5-77c9-45b4-8c0a-1862a8cb6684,f1aa0423-9f83-49b3-bcce-8fc4f3fbbd4d
location_only,"Hasnon churchyard","Cimetière HASNON",Q2059142,"Hasnon","France","Hasnon","France",,75,8a5c1334-549a-4d43-998d-64ff60bb3238,c91ef55a-7176-4ed6-9aab-aa5550d9a11f
location_only,"Hauptsitz Möbelfirma Vitra - Vitra-Center","Vitra Center",Q118636577,"Birsfelden","Switzerland","Muttenz","Switzerland",5,43,92ad8845-b764-4003-8397-d17689fada82,3b246839-9d9f-4985-a47a-4b120d65a7ea
location_only,"Headquarters Administration Building","Park Headquarters",Q43371273,"Santa Cruz County","United States","Boulder Creek","United States",4.9,0,6aed913a-8d29-4cc0-8a68-aa244a779940,f36255b3-3bde-4237-ac9d-a9e51d9a7508
location_only,"Headquarters of the United Nations","United Nations Secretariat Building",Q11297,"New York","United States","New York","United States",,52,e155358e-c516-4564-98f1-7d11ed721a2a,c0ed742e-0391-43fd-93ed-191b02080899
similar_name,"Heath Wood barrow cemetery","Heath Wood",Q2002979,"Ingleby","United Kingdom","Derby","United Kingdom",4.2,30,83d8e7a1-b3a5-4ef3-940b-78747c005dc2,dc5a608d-1d82-4105-99b6-934b7ba126eb
location_only,"Helsinki Central Railway Station","Helsingin päärautatieasema",Q1044613,"Kluuvi","Finland","Helsinki","Finland",4.2,92,ae7a16a4-276d-48f1-a6c2-8e4e36e2a0c8,ffa5e905-886e-4f9c-bfaa-a121113872ac
location_only,"Het Nieuwe Huis","Buurthuis Lydia",Q1616099,"Amsterdam","Netherlands","Amsterdam","Netherlands",4.5,88,d482a9ec-0d88-4769-aa68-20d97639cf88,d59402c6-7305-4f05-95d9-8eea39e9782f
location_only,"HHStyle","The Little BAKERY Tokyo",Q125393987,"Tokyo","Japan","Tokyo","Japan",3.8,72,e63fb5cb-e60a-4bd6-9fcc-78c94b185f69,b6335303-c788-49b1-8c67-c04cee9b9ba7
similar_name,"Hillside Memorial Park","Hillside Memorial Park and Mortuary",Q5763964,"Los Angeles County","United States","Los Angeles","United States",4.6,108,6b584549-067d-4512-b44a-caa6bc7bd588,578a31be-f512-4e85-a689-cd6f3626e177
location_only,"Hilton Cincinnati Netherland Plaza","Carew Tower Observation Deck",Q16641845,"Cincinnati","United States","Cincinnati","United States",4.6,98,f08eee1f-01ae-422c-b301-31b8adac7626,b51b576d-5408-4f65-9d3a-46230cfd4433
similar_name,"Hofburg Palace","Hofburg",Q46242,"Innere Stadt","Austria","Vienna","Austria",4.7,98,95fc978c-6585-43a7-81fd-a5263c83af9c,e61c2f8b-e79c-4b25-9376-bf3c04028095
location_only,"Hohenstein power station","Wasserkraftwerk Hohenstein",Q2551134,"Witten","Germany","Witten","Germany",5,50,633e3524-edf3-4472-8b96-97bf62873bbe,54d5d16c-57f7-4bc6-a02e-1927eb6d083e
exact_name,"Hollywood Forever Cemetery","Hollywood Forever Cemetery",Q1624932,"Los Angeles","United States","Los Angeles","United States",4.6,42,74f2d55f-2854-438a-beb2-23125e213f7e,8d75d47c-98e1-45db-b902-25262e1a8147
exact_name,"Hornaing Communal Cemetery","Hornaing Communal Cemetery",Q2160739,"Hornaing","France","Hornaing","France",5,50,824b4616-22bf-46ab-a96b-21749a0e4cde,41661844-fea5-46d6-a530-af2d74a415c8
location_only,"Hospital de San Pedro de los Naturales","Rover Art Gallery",Q64442988,"Arapiles","Spain","Madrid","Spain",5,98,f9e41186-e822-4915-bdef-1db01bd08073,ae67f52f-4610-41ae-87d9-1e35cf52ff57
similar_name,"Hotel Arts","Hotel Arts Barcelona",Q1425790,"La Barceloneta","Spain","Barcelona","Spain",4.5,55,9ce9eee5-953b-406f-8436-ec80aa6178c9,6b6e4261-a9d3-49e6-882c-a824a781b76b
location_only,"Hôtel de Marsilly","Chantelivre",Q22924531,"Paris","France","Paris","France",4.7,96,aa64b4c1-dd4b-48d4-a588-f80a9724ca46,472effae-ae3c-43c3-a959-a0380092082b
similar_name,"Hôtel de Ville, Paris","Hôtel de Ville",Q640968,"","","Paris","France",4.5,24,771bcc08-3bfe-49b5-975f-166e289ed490,54cbed25-40f2-47ef-a025-0040c532e4cf
similar_name,"Hôtel du Lac","Hôtel du Lac, Tunis",Q27670825,"Tunis","Tunisia","Tunis","Tunisia",4.3,11,96c02af6-cb48-41ff-a0c0-8fdb82674aec,f3304802-bc7d-4e80-9be1-1a05152b0a6a
location_only,"Hôtel George-V","Four Seasons Hotel George V, Paris",Q217708,"Paris","France","Paris","France",4.8,14,88947ef3-ac71-4086-b93c-af6892b29e0c,91e394dd-d0b2-46e3-a81f-d046f352380d
location_only,"Hotel Horsa Nacional","Hotel Nacional Rio de Janeiro",Q5911578,"São Conrado","Brazil","Rio de Janeiro","Brazil",4.5,34,827f86aa-abf1-4b63-b6ff-ab763f14ae84,565ed5fe-6010-476a-b9fd-98be618da8a3
location_only,"Hôtel Loews Le Concorde","Hôtel Le Concorde Québec",Q3221699,"Quebec City","Canada","Québec City","Canada",3.6,23,60f4fc85-5c8d-4114-8de5-2825eeb4bbd2,81e76f30-9e19-4072-a01a-76945768f067
similar_name,"Hotel Metropol","Hotel Metropol Moscow",Q2034313,"Tverskoy District","Russia","Moscow","Russia",4.6,65,99ba8b48-5ce4-487b-ae2a-f2f00990c3ff,2816e2a8-6f06-46f6-9109-2e96394567fa
location_only,"Hotel National","National Hotel",Q4314782,"Tverskoy District","Russia","Moscow","Russia",4.6,67,66e9a687-5f44-4bb5-bb9a-f29910e5ffcb,5c1d8e9c-ed53-42f0-b094-376145d46f3b
location_only,"Hôtel Paris Bastille Boutet","Nomade",Q28041305,"Paris","France","Paris","France",4.7,110,343e80d9-6dae-4eaa-a438-2560128e2824,886cd4c0-7e2a-48f5-a473-1ac0b573d4b4
location_only,"Hotel Pez Espada","Pez Espada by MedPlaya",Q5911850,"Torremolinos","Spain","Torremolinos","Spain",4.3,28,5e2cd2be-86aa-45ad-afeb-8000a2743e79,2b9320be-e18b-4f33-8915-982612fb5d4f
location_only,"Hôtel Prince de Galles","Four Seasons Hotel George V, Paris",Q3145636,"Paris","France","Paris","France",4.8,43,bac8d042-ac2e-4cff-8241-d52efdb49dd6,91e394dd-d0b2-46e3-a81f-d046f352380d
location_only,"Hôtel Ritz Paris","Square Vendôme",Q656054,"","","Paris","France",4.7,98,74d6abbf-2531-4ed6-b644-12a4606f6f01,ed776988-a558-46ec-8695-af74446dbd98
location_only,"Hotel Saljut","Salute Hotel",Q4406243,"Kyiv","Ukraine","Kyiv","Ukraine",4,9,60b72211-2840-4dbd-9650-6f26f30fa894,947d9b11-131d-48da-a107-4e95d73133f2
location_only,"House of Culture and Library","A Művelődés Háza és Könyvtára",Q93081326,"Sárospatak","Hungary","Sárospatak","Hungary",4.6,0,7a2cd588-c0ea-46af-aacc-45d0d5ee71ec,2c629727-d3e0-434c-8659-276ceeaf1cba
location_only,"House of the Black Madonna","The House at the Black Madonna",Q2717859,"Prague 1","Czech Republic","Old Town","Czech Republic",4.4,5,94af95d1-7951-46de-871e-acb5301394af,93926122-02f7-4988-b962-bd3fac34a244
location_only,"House with Chimaeras","Gorodetsky House",Q1440653,"Kyiv","Ukraine","Kyiv","Ukraine",4.8,9,afcca1f0-0ed7-4e62-89b5-c8b5f21a2d4c,c79f10cd-4bb1-4e0f-b504-293e5b9f7446
location_only,"Huize Lydia","Buurthuis Lydia",Q1636190,"Amsterdam","Netherlands","Amsterdam","Netherlands",4.5,73,60dc4712-9933-46ea-8d45-1de3281fddc2,d59402c6-7305-4f05-95d9-8eea39e9782f
location_only,"Hundertwasserhaus","Hundertwasser House",Q493126,"Vienna","Austria","Vienna","Austria",4.5,47,ab165e51-1843-4224-8b91-e6750cec5068,6c28e2c6-3cd8-482c-8871-3baf25edc0bb
location_only,"Hütteldorfer Friedhof","Friedhof Hütteldorf",Q1652549,"Hütteldorf","Austria","Vienna","Austria",4.3,117,a879b78c-715f-4f2b-8870-2b38cf5c8534,c41c966d-9583-4f50-b31d-f2714b324a9c
location_only,"Hypo Alpe-Adria-Center","Alpen-Adria-Zentrum",Q119214319,"Sentpeter","Austria","Klagenfurt am Wörthersee","Austria",4.2,46,9010e182-30c3-465a-b50a-b6742dd2ea14,1d8b54fa-db10-4b23-90a4-f3aef16e4b1f
location_only,"Ilmenau Cemetery","Ilmenauer Friedhof",Q1515627,"Ilmenau","Germany","Ilmenau","Germany",4.8,22,62cb1524-5901-4035-ac15-12fb2e3d829e,8f3ed979-ce9c-417a-832a-cef2ea000143
similar_name,"Individual monuments of cemetery Alter Johannisfriedhof, Leipzig","Alter Johannisfriedhof",Q437979,"Leipzig","Germany","Leipzig","Germany",4.6,108,af16ca4a-65e2-43c7-a0c3-a95a20687131,9d9ede81-a016-4889-9c8a-cb7080cc68e1
location_only,"Information, Communications and Media Centre Cottbus","IKMZ - BTU Cottbus-Senftenberg",Q1662515,"Cottbus","Germany","Cottbus","Germany",4.7,17,6586d544-50d0-435e-b034-c9d01220f09d,d76281b6-6d97-4749-adc9-e6572322fb2b
exact_name,"Inland Steel Building","Inland Steel Building",Q3151358,"Chicago","United States","Chicago","United States",4.2,58,962aaea0-ffa3-4bbc-9189-facf58e91b55,4b4e87bc-704c-487b-a937-a93976eccb65
location_only,"Insurance Company of North America Building","Sift Cakes and Cookies",Q5818141,"New York","United States","New York","United States",5,103,70c75d27-d9e6-44f2-afa0-c8d5151b8c1c,f26de6fe-9273-422c-bc31-a752dfd019ea
location_only,"International Museum of Horology","Musée international d'horlogerie",Q683489,"La Chaux-de-Fonds","Switzerland","La Chaux-de-Fonds","Switzerland",4.6,116,733c4e90-45bc-4cb2-911f-e271dc307a43,734722e5-2d75-4ffc-950e-68bfbad204a4
location_only,"International Museum of the Baroque","Museo Internacional del Barroco",Q22981426,"Puebla","Mexico","Puebla","Mexico",4.7,60,6d236477-f133-45f6-965e-74b670382ab1,51d7f1ad-3f45-4c0b-b827-62af17ffd3ce
location_only,"Invalids' Cemetery","Invalidenfriedhof",Q643891,"Bezirk Mitte","Germany","Berlin","Germany",4.3,24,913de10c-cfd0-4f92-9804-e9fc23b0d787,10e63188-03b9-49bc-a61c-3280424d6d0d
location_only,"Isaac M. Wise Temple","Cincinnati and Suburban Telephone Company Building",Q1100476,"Cincinnati","United States","Cincinnati","United States",4.8,121,feeebe53-b802-453b-924d-155b7fd6c89a,ac2f9fc2-7457-4042-9b1b-136425c11808
similar_name,"Islamic Center of Greater Toledo","Islamic Center of Greater Toledo (ICGT)",Q113555543,"Perrysburg","United States","Perrysburg","United States",4.2,70,8fcc26dd-6327-4650-b237-fd6bde9841cd,af328be4-2141-40c1-99d4-7e40937a7e9e
similar_name,"Israel Museum","The Israel Museum, Jerusalem",Q46815,"","","Jerusalem","Israel",4.7,43,76cf74b0-b565-43b7-9359-47ceebdd581c,c1a11ead-2df3-4e32-95e3-d207ef404fd4
exact_name,"Istiqlal Mosque","Istiqlal Mosque",Q475379,"Pasar Baru","Indonesia","Central Jakarta City","Indonesia",4.8,80,b218f582-b8cb-41a0-8925-5e0834c41ab8,1140e048-0cd7-4262-8094-e64f1a364d28
location_only,"Italian Military Cemetery of Bligny","Cimetière milita ire italien",Q2972661,"Bligny","France","Chambrecy","France",4.7,21,7d74f867-9314-4e80-8d2f-b796717846e2,b3e85c05-df9e-4f78-81fd-bb4266077b18
location_only,"J. Edgar Hoover Building","Federal Bureau of Investigation Headquarters",Q167479,"Washington, D.C.","United States","Washington","United States",4.4,40,a7f36853-b681-406b-b597-6f61577116a5,685fe389-46e1-4628-92a5-9e769e7c6c0a
location_only,"J. Marvin Jones Federal Building and United States Courthouse","JM Jones Federal Building",Q6106481,"Amarillo","United States","Amarillo","United States",3.7,61,66adfd2e-f370-4f81-a48b-5f15a6a1f840,db765089-bd4e-48c5-8b57-36687d5aae60
location_only,"James Simon Gallery","Neues Museum",Q664484,"Bezirk Mitte","Germany","Berlin","Germany",4.5,72,39e9ea8a-3838-4462-9887-242d497077ef,05899217-8005-4c79-9456-d36e10523f76
location_only,"Janet Gray Hayes Rotunda","San Jose City Hall",Q133834591,"San Jose","United States","San Jose","United States",4.2,60,bb264751-0b11-4a11-b2db-d353650e1df5,b03ea622-4ebb-4ea5-bc7d-01a9819dcb9e
location_only,"Jewish cemeteries in Pápa","Papa Old Jewish Cemetery",Q587310,"Pápa","Hungary","Pápa","Hungary",,29,714db124-2b9e-4c3f-b926-e330400d462e,6212f0b0-112e-4b41-a91e-53ce67b8ae58
similar_name,"Jewish cemetery in Mszczonów","Jewish Cemetery",Q3915816,"Mszczonów","Poland","Mszczonów","Poland",3,67,5d70dfcc-7b7a-48e5-81bd-ffd8f993265c,75ab2d83-c6d1-4174-8f82-8634c11e79e0
location_only,"Jewish cemetery in Währing","Jüdischer Friedhof Währing",Q872769,"Vienna","Austria","Vienna","Austria",4.5,100,8d95e7ff-36c7-450b-9061-3c4717bb0695,d9ae2562-1e36-4ba5-bf9e-be3f270a67ae
location_only,"Joel W. Solomon Federal Building and United States Courthouse","US Probation Office",Q6214078,"Tennessee","United States","Chattanooga","United States",3.2,24,61a439a4-55f3-4960-9f1c-01d694b9907a,c68bdacf-acf6-4c25-839a-312076eb869f
location_only,"Jonathan Bourne Public Library","Jonathan Bourne Library",Q16892922,"Bourne","United States","Bourne","United States",4.8,10,6834ccb7-3819-4852-94e6-bac58b4915c6,ed87fc11-b8b6-48cf-b89f-cf59704f5460
similar_name,"K4","K4 - 1",Q29415302,"Vienna","Austria","Vienna","Austria",5,10,6e3abce0-1fcc-4836-9bed-710204e8375b,2dbdc9b8-de31-49e3-bef1-cc3f5cd8ebab
location_only,"Kagraner Friedhof","Kagran Cemetery",Q1241475,"Vienna","Austria","Vienna","Austria",4.1,21,7b813b8e-875b-4b04-9440-39465322bad9,8ba81d07-5761-40e2-8cc7-2bf2d89786be
exact_name,"Kalitnikovskoye Cemetery","Kalitnikovskoye cemetery",Q4209997,"Tagansky District","Russia","Moscow","Russia",4.5,41,95d9ccac-50bd-4772-9f55-9c445a66064f,f976b606-cc02-4859-8160-e2fbc40c2608
similar_name,"Kammertheater Stuttgart","Kammertheater",Q28498697,"Stuttgart","Germany","Stuttgart","Germany",4.6,20,a86eac66-0798-43e0-b036-fc0e735e1dac,3cb435e4-7d00-498f-b870-80edc2fc3a76
similar_name,"Katowice railway station","Katowice",Q800992,"Śródmieście","Poland","Katowice","Poland",4.3,92,8e213a56-5110-4cfa-8133-dc98b4f65673,ebe6e596-a23b-4be0-bb45-26f7cac80b2c
location_only,"Kaufhaus Jonaß","Soho House",Q1504641,"Pankow","Germany","Berlin","Germany",4.3,15,a042e91f-aa47-497e-8267-16c2c1050a1a,de07d977-8a11-4080-9f84-2524c6113b66
location_only,"Kazanskoe cemetery (Pushkin)","Kazan cemetery",Q4207852,"Pushkin","Russia","St Petersburg","Russia",4.4,30,79c77358-47c7-4da7-9e44-a45c15e945a3,1a5f0811-b239-4f1d-8708-7d9571aa9e41
location_only,"Ken Iwata Mother and Child Museum, Imabari City","Imabari City Ken Iwata Mother and Child Museum",Q11377194,"Imabari","Japan","Imabari","Japan",3.7,33,7c692a60-d93b-4fa8-98fd-bbf49a39c822,0ab8ccd9-df75-4c88-8465-1ba7b40939d0
location_only,"King Edward Hotel","King Edwards Apartments",Q6411467,"Jackson","United States","Jackson","United States",4.3,93,98a5f391-e375-4f2d-8e28-602712b06d1b,ce878bf8-c690-4777-ba26-890c72c7873f
similar_name,"King Power Mahanakhon","MahaNakhon",Q1640197,"Bangkok","Thailand","Bangkok","Thailand",,60,9dd5634b-0dfd-49ba-859b-bb3ff34b1a17,fc1b862b-ea60-4db6-916d-faa147bc7e06
location_only,"Kinsky Palace","Goltz-Kinský Palace",Q27017,"Prague 1","Czech Republic","Old Town","Czech Republic",4.6,20,7746d615-636a-4e88-a6b1-04f601806ad5,45c02b73-83a4-4170-95a6-0478e93c004d
location_only,"Kirche in Sagritz","Pfarrkirche Sagritz",Q2082938,"Großkirchheim","Austria","Sagritz","Austria",5,10,9f5fd3d7-b5c8-4bdc-bf62-208029bd5e9a,e6b2d28e-a6e4-402d-a05e-1ad7474c218c
location_only,"Kirche Rangersdorf","Pfarre Rangersdorf",Q2082908,"Rangersdorf","Austria","Rangersdorf","Austria",,33,ae1d098c-4c69-4bfe-9439-aac6c8108e99,18e4873c-5dfa-43cf-9240-b132210a7f44
location_only,"Kirche Sankt Jakob bei Straßburg","Pfarrkirche St. Jakob ob Gurk",Q2083050,"Strassburg","Austria","Straßburg","Austria",5,62,63f977b0-e4e5-40ce-b6fd-28bd21b92e7f,90c91364-a7a0-4a56-a25c-0fad9fb1e34a
exact_name,"Kleinhans Music Hall","Kleinhans Music Hall",Q6420299,"Buffalo","United States","Buffalo","United States",4.7,49,9c88c58d-8cbf-4f50-8db2-8e283516b5b0,eaebc168-9d40-4fc8-9f72-095831b7eed6
location_only,"Knights of Columbus Building","Knights of Columbus Supreme Council",Q6422443,"New Haven","United States","New Haven","United States",3.7,24,61f4b17d-961d-4029-9028-e8f884162fd4,f436bc76-0b96-40eb-a1bd-46b342c77a86
location_only,"Koga Park Café","Koga Park Cafe, SANAA",Q117348221,"Koga","Japan","Koga","Japan",3.3,4,73ac6c9a-da37-4777-8f0d-32e54b955782,b2a9187f-e397-492f-bb97-29b272c43af2
exact_name,"Komunariv Cemetery","Komunariv Cemetery",Q4222825,"Sevastopol","Ukraine","Sevastopol","Russia",5,119,80a70d50-e149-4bb3-82d7-e2f48d3d8b62,121e0e4f-4339-4e1c-8d20-30a35516c935
exact_name,"Königsgrab von Seddin","Königsgrab von Seddin",Q1446501,"Groß Pankow","Germany","Groß Pankow (Prignitz)","Germany",4.7,74,9b5fffe8-84b6-434e-97ad-284bba892c5c,a7f76cff-c340-4a11-9c68-99f674698dee
similar_name,"Kozel Castle","Kozel",Q370663,"Šťáhlavy","Czech Republic","Stahlavy","Czech Republic",4.6,26,5ee0991b-5213-4a65-99ed-76bc225555f0,aa3ef444-7442-40fc-91fa-1169d0ece285
location_only,"Krasny Bor Forest, Karelia","Krasnyy Bor",Q4239674,"Derevyannoye","Russia","Prionezhskiy Rayon","Russia",4.6,85,7572695e-5725-4edb-bcec-22f432df9351,72d8a455-9f36-4446-a466-0658f0d209ea
similar_name,"Kremlin","The Moscow Kremlin",Q133274,"","","Moscow","Russia",4.8,82,68c2cddb-7a16-4673-952f-97759eb35e2e,59e068bf-3d4d-4ce2-ac70-c9ac292709ed
location_only,"Kremlin Wall Necropolis","Мавзолей В.И. Ленина на Красной площади",Q1130019,"Tverskoy District","Russia","Moscow","Russia",4.4,64,8c8b167d-2e2c-49ce-a0f5-31dd4ba53f15,ccc90e29-ec1f-42a6-87f6-ffa569f8bb38
location_only,"Kulturpalast Dresden","Palace of Culture",Q1791798,"Dresden","Germany","Dresden","Germany",4.6,63,65d7e82b-ceb3-4f38-8dd1-d497a98f5e14,171b030c-c2c7-4395-9e8a-1acc88b3f886
similar_name,"Kunsthal","Kunsthal Rotterdam",Q1668856,"Rotterdam","Netherlands","Rotterdam","Netherlands",4.4,28,8ce5674d-3944-4906-b7be-d9635684b629,1609d1a3-975a-4d7d-8d8b-2d0a81f46d3d
similar_name,"Kunstlinie Almere Flevoland","Kunstlinie",Q2131209,"Almere","Netherlands","Almere","Netherlands",4.3,58,b0e0379f-2d7a-4dbf-a44c-28063f39bcf0,0cd52e72-bfd8-4253-a329-f4617b2fadae
location_only,"Kuwait National Assembly Building","National Assembly of Kuwait",Q15156679,"Kuwait City","Kuwait","Kuwait City","Kuwait",4.2,85,a41b833e-a3c4-4ee1-9d4f-9042ac877c85,ee9f6ac2-7360-4e33-8643-8ad36358eb13
location_only,"Kvecių pilkapynas","Kvecių kapinynas",Q16457671,"Kretinga Municipality","Lithuania","Kveciai","Lithuania",,56,a34a1368-3a85-4635-bf34-58d2541fef9e,273c144a-019b-464b-913d-013ecb003f33
